id,style,name,alcohol_by_volume,brewery_id,description,TRUE
5592,"American-Style Brown Ale","India Style Brown Ale",6,1243,"The Terrapin India Style Brown Ale is a head on collision between a hoppy, west coast IPA and a complex, malty brown ale. Brewed with 5 varieties of hops and 7 different malts, this hybrid style represents the best of both worlds.",1
5593,"Light American Wheat Ale or Lager","SunRay Wheat Beer",4.6999998093,1243,"The Sunray Wheat is a German-style unfiltered wheat beer brewed with a touch of local Georgia Coast Tupelo honey from the Savannah Bee Company.


Its inviting banana and sweet clove like aroma gives way to a pleasant, clean finish with a hint of tartness.


This beer is available in the Terrapin â€œAll The Hitsâ€ Variety 12-pack as well as in individual 6-packs.",1
5594,"American-Style Cream Ale or Lager","Terrapin Golden Ale",5,1243,"Terrapin Beer Company was started by two guys who love big, bold beers. We are known for using a ton of flavorful ingredients and for pushing the envelope with the brews we create.


We have also been known to take pleasure in hiking, biking, kayaking, and just plain having fun in the great outdoors. When we get hot and sweaty even hopheads like us want nothing more than to enjoy a beer that is crisp and refreshing.


Which is why we created the perfect session beer â€“ the Terrapin Golden Ale.",1
5595,"American-Style Strong Pale Ale","13th Anniversary Ale",9.5,1204,"Stone 13th Anniversary Ale pours brilliant deep red with a light tan foam. Up front, the aroma is all piney, resinous and citrus hops. Upon tasting, the hops are still on the front, and they are balanced with the malty, toffee like flavors contributed from the blend of crystal and amber malts used in the brewhouse. The finish is deliciously bitter, with a touch of warmth provided by the 9.5% alcohol. Bitterness comes in at 90+ IBU.",1
5604,"American-Style Lager",Peroni,5.0999999046,1089,"Peroni Nastro Azzurro is an intensely crisp and refreshing lager beer, with

an unmistakable touch of Italian style

http://www.sabmiller.in/brands_peroni.html

Peroni Beer, Peroni Lager Beer, Peroni Nastro Azzurro Bee",1
5606,"American-Style Pale Ale","Tropical Mango",4.5,1184,"Our flagship beer that embodies the uniqueness and character of the Caribbean. Subtle malt notes start this beer off and it finishes with just the right amount of hops for balance.


Tropical Mango Pale Ale is a light pale ale with a mango fruit essence that is one of a kind taste. No matter where you are enjoying one it will bring you to a Caribbean state of mind.",1
5607,"American-Style Stout","Oak Barrel Stout",5.1999998093,940,"Dominion Oak Barrel Stout raises the bar for American stouts. We use smoked and peated malts to create an intricate malt foundation.  Willamette and Cascade hops balance the malt character and our method of dry hopping with vanilla beans and oak chips pushes the depth of our stout's flavor spectrum even further.",1
5608,"Belgian-Style Fruit Lambic","Drie Fonteinen Kriek",5,3,,1
5609,"German-Style Schwarzbier","Elm City Schwarzbier",5.3000001907,495,,1
5610,"German-Style Doppelbock","Ramstein Winter Wheat",9.5,657,"Also referred to as a Doppelbock, this is the strongest beer made by High Point. Rich creamy head with bouquet of wheat malt, black current, clove, and apple. Deep full flavors of caramel and chocolate malt balance with hops for a smooth warming character. The finish is smooth and malty leading to a subtle alcohol and dark caramel finish. The wonderful balance of this beer provides a complex profile that hides the 9.5% alcohol content. The perfect companion for a cold winter night.",1
5611,"American-Style Stout","Creme Brulee Java Stout",5.8000001907,756,"Black ale beer, made with real coffee. This java stout goes through a unique process, involving caramelizing brown sugar to give it an intense caramel & vanilla aroma.",1
5612,"American-Style India Pale Ale","Lake Placid Frostbite Ale",6.8000001907,767,,1
5613,"American-Style India Pale Ale","Shiva IPA",5.3000001907,51,"A generous portion of American hops create a crisp citrus nose combined with a light, sweet finish â€“ a well balanced beer that destroys the paradigm of an IPA.",1
5614,"Extra Special Bitter","Roland's ESB",5,51,"Cascade hops lend this ale a lively and spirited edge that perfectly complements its effervescent amber maltiness.",1
5615,"Other Belgian-Style Ales","Scratch #21 2009 - Artisan Ale",7.8000001907,1286,"Scratch #21-2009 is an exercise in deconstruction and minimalism. This Belgian Ale has distinct roots in The Mad Elf minus some key components.

 

The cherries? Gone.

The honey? Gone.

The chocolate malt? Gone.


Wait, this sounds familiar. It almost sounds like a naked version of The Mad Elf.

 

Coming in just under 8% ABV, this unfiltered golden beauty shows off the pronounced yeast flavor that made The Mad Elf famous as well as a touch of alcohol and some mellow malt flavors.",1
5616,"American-Style Stout","Java Head Stout",7.5,1286,"We teamed up with St. Thomas Roasters of Linglestown, PA to create a special blend of espresso beans. They added Kenyan beans to the mix because of a strong citrus flavor that compliments the hops. Creating an environment akin a French press, the beans are combined with whole flower hops in the hopback, and the hot wort passes through the vessel on the way to fermentation giving Java Head a lush coffee espresso nose and hints of coffee flavor. There is a silky quality to the mouthfeel and a citrus aromas from the combination of Kenyan beans and whole flower hops.",1
5617,"Belgian-Style White","Scratch #22 2009",5.5,1286,,1
5618,"Imperial or Double India Pale Ale","Otter Creek Imperial India Pale Ale",11,959,"Originally brewed for thirsty British troops stationed on the subcontinent of India, India Pale Ales had to withstand the sea voyage around Africa. Brewers need to take full advantage of two preservatives at the time: hops and alcohol. They increased their hopping rates, doubled  their malt useage to increase alcohol content, and dry-hopped the brew before it set out on its voyage.

Our Imperial IPA carries on this tradition- and then some!  The fruity and citrusy hop aroma intermingles perfectly with an assertive malty backbone.  Our brewers added a generous supply of hops to this brew throughout the entire process to provide an enormous hop flavor and balance the elevated alcohol content.


This beer is 11% alcohol by volume, and 135 IBU!",1
5619,"Imperial or Double India Pale Ale","NÃ¸gne Ã˜ Doppelt IPA",8,923,"Brewed in collaboration with brewmaster Toshi Ishii from Yo-Ho Brewing, Japan. 


Malt: lager, mÃ¼nchener, crystal 

Hops: Millennium, Centennial, Chinnok, Amarillo and Brewers Gold. 


19Â° P, 100 IBU, 8% ABV.",1
5620,"Belgian-Style Pale Strong Ale","BJ's Annual Grand Cru",10,133,,1
5621,"Fruit Beer","Derailed Black Cherry Ale",5,507,"Brewery folklore tells a story about a train engineer with a passion for the taste of Railbender Ale. With every stop he made in Erie came an equal number of stops at our brewery. One extended visit to our fermenter left the engineer in a rather befuddled state of mind. On his fateful trip out of Erie that evening, his train mysteriously derailed. The engineer swears that a huge black cherry tree had fallen across the tracks as the culprit. No such tree was ever found, but the front of the locomotive was spattered with hundreds of red sports. In tribute to this folklore our expert brewers introduce Derailed Black Cherry Ale â€“ brewed with fresh sweet black cherries and the finest malted barley to create a truly cherrylicious ale. Please enjoy responsibly, as we would never want you to get derailed!",1
5622,"Imperial or Double India Pale Ale","Heavy Seas Big DIPA",10.600000381,385,"Big DIPA â€“ Double IPA,  is the first in the Heavy Seas Special Edition Series due to be released in mid June.  Hopped 3 times in the brewing process, Big DIPA has an earthy hop aroma.  In keeping with the Heavy Seas philosophy we've made a big beer with a surprising balance. The best part is that youâ€™ll hardly notice itâ€™s 10.6% ABV (est). The label artwork was created by Kurt Krol, one of our brewers who also helped to develop the recipe.",1
5623,"American-Style India Pale Ale","Fairweather IPA",6.0999999046,885,"A hop lover and beer connoisseur's favorite, this ale is surprisingly drinkable and fully delights with its hoppy aromatics. Stick your nose in this one.",1
5624,"American-Style Brown Ale","Bear Tooth Ale",6.1999998093,885,"A deep-red, full-bodied, malty ale heavily hopped with Centennial hops to produce a citrusy, spruce-like flavor and aroma. A final dose of Centennail hops in the conditioning tank lends an India Pale Ale-like aroma to the finished beer.",1
5625,"Fruit Beer","Wild Country Raspberry Wheat",4.1999998093,885,"Brewed with wheat and barley malts and flavored with pureed raspberries, this pink-hued, slightly tart ale gives a clean sip.",1
5626,"Belgian-Style White","Alaskan White Ale",5.3000001907,17,"Alaskan White Ale has a soft, slightly sweet base with the unique spice aroma of coriander and crisp, citrus finish of orange peel. A light and effervescent body combined with the smooth palate creates a complex and delicate beer that is deliciously refreshing in any season.",1
5627,"German-Style Doppelbock",Andygator,8,10,"The Andygator is a fearsome beast...much too big for any little bottle. Don't let his toothy grin, slightly sweet flavor and subtle fruit aroma fool you: this cold-blooded creature is a Helles Doppelbock that can sneak up on you. Sip, don't gulp and taste the wild of Abita Andygator",1
